GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
79767	7.69e-01	1.29e-01	0.2302	-1.520029	-0.34994207	1667.77	ELMO3	engulfment and cell motility 3
80233	7.69e-01	1.28e-01	0.2353	-1.5211555	-0.35794835	994.31	FAAP100	FA core complex associated protein 100
2564	7.69e-01	1.28e-01	0.526	1.5206904	0.79991083	648.62	GABRE	gamma-aminobutyric acid type A receptor subunit epsilon
285382	7.69e-01	1.29e-01	0.2333	-1.5187654	-0.35433424	145.68	C3orf70	chromosome 3 open reading frame 70
93621	7.69e-01	1.29e-01	0.1028	1.5187515	0.1561552	3449.97	MRFAP1	Morf4 family associated protein 1
5550	7.69e-01	1.29e-01	0.1015	1.5187724	0.15415443	2700.49	PREP	prolyl endopeptidase
101928058	7.69e-01	1.29e-01	0.5128	-1.5194696	-0.77918003	38.39	KBTBD11-AS1	KBTBD11 antisense RNA 1
55343	7.69e-01	1.29e-01	0.2386	-1.5194866	-0.36248349	3053.38	SLC35C1	solute carrier family 35 member C1
113277	7.69e-01	1.29e-01	0.4753	1.5187881	0.72187925	141.63	TMEM106A	transmembrane protein 106A
782	7.69e-01	1.29e-01	0.4752	-1.5185355	-0.72155534	67.9	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
10620	7.69e-01	1.29e-01	0.2823	1.518118	0.42853965	893.04	ARID3B	AT-rich interaction domain 3B
440836	7.69e-01	1.29e-01	0.3974	1.5179524	0.60317563	266.13	ODF3B	outer dense fiber of sperm tails 3B
23092	7.69e-01	1.29e-01	0.1844	1.5169412	0.27979435	3398.2	ARHGAP26	Rho GTPase activating protein 26
222229	7.69e-01	1.29e-01	0.1614	-1.5170087	-0.24490105	494	LRWD1	leucine rich repeats and WD repeat domain containing 1
81858	7.69e-01	1.29e-01	0.2014	-1.5170374	-0.30546691	1689.01	SHARPIN	SHANK associated RH domain interactor
10945	7.69e-01	1.29e-01	0.1534	-1.5174553	-0.23276383	3857.02	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
727851	7.69e-01	1.30e-01	0.1942	1.5157557	0.29436781	306.06	RGPD8	RANBP2 like and GRIP domain containing 8
54431	7.69e-01	1.29e-01	0.3587	1.5162947	0.54387233	1317.03	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
2137	7.69e-01	1.30e-01	0.2	1.5157905	0.30321443	976.25	EXTL3	exostosin like glycosyltransferase 3
51531	7.69e-01	1.29e-01	0.1737	1.5161013	0.26328685	166.99	TRMO	tRNA methyltransferase O
51016	7.69e-01	1.30e-01	0.2444	-1.5155938	-0.37041815	115.73	EMC9	ER membrane protein complex subunit 9
25942	7.69e-01	1.29e-01	0.1388	1.5160936	0.21042824	949.3	SIN3A	SIN3 transcription regulator family member A
10454	7.69e-01	1.30e-01	0.1843	-1.5155323	-0.27935665	544.55	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
6744	7.70e-01	1.30e-01	0.255	1.515035	0.38636042	7196.3	ITPRID2	ITPR interacting domain containing 2
51533	7.70e-01	1.30e-01	0.31	-1.5149471	-0.46962837	52.3	PHF7	PHD finger protein 7
26959	7.70e-01	1.30e-01	0.197	1.5148355	0.29842285	1499.78	HBP1	HMG-box transcription factor 1
101928223	7.70e-01	1.30e-01	0.4441	1.5140516	0.67241605	67.49	LINC01612	long intergenic non-protein coding RNA 1612
79639	7.72e-01	1.30e-01	0.2328	-1.5128926	-0.35217593	433.84	TMEM53	transmembrane protein 53
56975	7.72e-01	1.30e-01	0.5291	-1.5130335	-0.8005346	562.55	FAM20C	FAM20C golgi associated secretory pathway kinase
3021	7.72e-01	1.30e-01	0.1827	1.5124626	0.27634734	6816.12	H3-3B	H3.3 histone B
80852	7.72e-01	1.31e-01	0.3538	-1.5120295	-0.5349596	144.58	GRIP2	glutamate receptor interacting protein 2
4166	7.72e-01	1.30e-01	0.2216	-1.512159	-0.33508919	210.05	CHST6	carbohydrate sulfotransferase 6
109623452	7.72e-01	1.31e-01	0.6372	-1.5118694	-0.96339703	11.87	SNORD159	small nucleolar RNA, C/D box 159
84838	7.72e-01	1.31e-01	0.252	1.5113082	0.38083006	146.9	ZNF496	zinc finger protein 496
105370743	7.72e-01	1.31e-01	0.3896	-1.5113465	-0.58882265	19.06	LOC105370743	uncharacterized LOC105370743
7037	7.72e-01	1.31e-01	0.167	-1.5105737	-0.25230632	6410.95	TFRC	transferrin receptor
11168	7.72e-01	1.31e-01	0.3398	-1.5108887	-0.51340665	155.03	PSIP1	PC4 and SRSF1 interacting protein 1
5887	7.72e-01	1.31e-01	0.0914	1.510542	0.13807886	3760.62	RAD23B	RAD23 homolog B, nucleotide excision repair protein
5034	7.72e-01	1.31e-01	0.1371	1.5103245	0.20701968	34346.85	P4HB	prolyl 4-hydroxylase subunit beta
8520	7.73e-01	1.31e-01	0.1872	1.509269	0.28258641	447.58	HAT1	histone acetyltransferase 1
6345	7.73e-01	1.31e-01	0.7245	-1.5093136	-1.09343264	12.6	SRL	sarcalumenin
125228	7.73e-01	1.31e-01	0.2211	-1.5096182	-0.3338399	222.98	FAM210A	family with sequence similarity 210 member A
65095	7.73e-01	1.31e-01	0.2205	-1.510033	-0.33290975	342.69	KRI1	KRI1 homolog
57153	7.73e-01	1.31e-01	0.2875	-1.5096636	-0.43406803	2567.93	SLC44A2	solute carrier family 44 member 2
8683	7.73e-01	1.32e-01	0.1829	-1.5080197	-0.27585676	2307.88	SRSF9	serine and arginine rich splicing factor 9
1445	7.73e-01	1.31e-01	0.1913	-1.5083725	-0.28853717	1975.53	CSK	C-terminal Src kinase
7290	7.73e-01	1.32e-01	0.1934	-1.5081204	-0.29166747	897.43	HIRA	histone cell cycle regulator
171568	7.73e-01	1.32e-01	0.1978	-1.507921	-0.29821451	1563.88	POLR3H	RNA polymerase III subunit H
57455	7.74e-01	1.32e-01	0.2054	-1.5073145	-0.309652	2001.23	REXO1	RNA exonuclease 1 homolog
92342	7.75e-01	1.32e-01	0.3266	1.5063595	0.49198417	48.43	METTL18	methyltransferase like 18
107984861	7.75e-01	1.32e-01	0.41	-1.506638	-0.61775604	20.59	LOC107984861	
682	7.75e-01	1.32e-01	0.2825	-1.5063256	-0.4256028	23170.62	BSG	basigin (Ok blood group)
101929145	7.76e-01	1.32e-01	0.1684	1.5054085	0.25353582	149.77	PPP3CB-AS1	PPP3CB antisense RNA 1 (head to head)
152137	7.76e-01	1.32e-01	0.1947	1.5051741	0.29300995	707.51	CCDC50	coiled-coil domain containing 50
3836	7.76e-01	1.33e-01	0.1858	1.5039488	0.27944955	1199.47	KPNA1	karyopherin subunit alpha 1
100505806	7.76e-01	1.33e-01	0.3781	-1.5039761	-0.56868545	101.58	SNHG18	small nucleolar RNA host gene 18
2176	7.76e-01	1.32e-01	0.1908	1.5048045	0.28716937	174.63	FANCC	FA complementation group C
694	7.76e-01	1.33e-01	0.2564	1.5042962	0.38575755	3816.52	BTG1	BTG anti-proliferation factor 1
79650	7.76e-01	1.33e-01	0.3114	-1.5040932	-0.46841643	946.84	USB1	U6 snRNA biogenesis phosphodiesterase 1
727910	7.76e-01	1.33e-01	0.4526	-1.5040732	-0.68081533	1800.58	TLCD2	TLC domain containing 2
728855	7.76e-01	1.33e-01	0.5017	1.5026227	0.7538811	51.75	LINC00623	long intergenic non-protein coding RNA 623
23122	7.76e-01	1.33e-01	0.1676	1.5025077	0.25181945	531.66	CLASP2	cytoplasmic linker associated protein 2
113612	7.76e-01	1.33e-01	0.4535	-1.5027593	-0.6814408	97.1	CYP2U1	cytochrome P450 family 2 subfamily U member 1
100652739	7.76e-01	1.33e-01	0.3216	-1.5025157	-0.48325245	174.27	RAET1E-AS1	RAET1E antisense RNA 1
389434	7.76e-01	1.33e-01	0.4749	-1.5028998	-0.7136943	875.22	IYD	iodotyrosine deiodinase
55181	7.76e-01	1.33e-01	0.1711	1.5025232	0.2571403	278.9	SMG8	SMG8 nonsense mediated mRNA decay factor
2997	7.76e-01	1.33e-01	0.1907	-1.5027936	-0.28656857	1083.99	GYS1	glycogen synthase 1
56892	7.76e-01	1.33e-01	0.4887	1.5020827	0.73403798	400.86	TCIM	transcriptional and immune response regulator
252839	7.76e-01	1.33e-01	0.2415	1.5016312	0.36266912	572.74	TMEM9	transmembrane protein 9
5810	7.76e-01	1.33e-01	0.175	1.5016475	0.26275483	212.38	RAD1	RAD1 checkpoint DNA exonuclease
84304	7.77e-01	1.33e-01	0.2055	-1.5012654	-0.30848582	852.01	NUDT22	nudix hydrolase 22
10473	7.77e-01	1.33e-01	0.158	1.5007906	0.237146	871.58	HMGN4	high mobility group nucleosomal binding domain 4
4319	7.77e-01	1.33e-01	1.6257	1.5007329	2.43978824	63.94	MMP10	matrix metallopeptidase 10
404037	7.77e-01	1.33e-01	0.5968	-1.5005411	-0.89559729	139.97	HAPLN4	hyaluronan and proteoglycan link protein 4
1020	7.77e-01	1.34e-01	0.1839	-1.5000777	-0.27586785	195.51	CDK5	cyclin dependent kinase 5
8613	7.78e-01	1.34e-01	0.2757	1.4994699	0.41338788	452.42	PLPP3	phospholipid phosphatase 3
51390	7.78e-01	1.34e-01	0.3189	-1.4996527	-0.47822562	543.88	AIG1	androgen induced 1
8120	7.78e-01	1.34e-01	0.7153	1.4994094	1.07250705	11.27	AP3B2	adaptor related protein complex 3 subunit beta 2
6583	7.78e-01	1.34e-01	0.6773	-1.4983967	-1.01480083	89.18	SLC22A4	solute carrier family 22 member 4
9113	7.78e-01	1.34e-01	0.12	1.4984041	0.17978126	716.55	LATS1	large tumor suppressor kinase 1
3632	7.78e-01	1.34e-01	0.2331	-1.4986146	-0.34926218	732.15	INPP5A	inositol polyphosphate-5-phosphatase A
57095	7.79e-01	1.34e-01	0.2441	-1.497771	-0.36562321	460.35	PITHD1	PITH domain containing 1
79605	7.80e-01	1.35e-01	0.3903	1.4960578	0.58387255	431.09	PGBD5	piggyBac transposable element derived 5
10466	7.80e-01	1.35e-01	0.19	1.4964022	0.28429344	1124.57	COG5	component of oligomeric golgi complex 5
105375497	7.80e-01	1.35e-01	0.7112	-1.4956329	-1.06371603	9.74	LOC105375497	uncharacterized LOC105375497
10397	7.80e-01	1.35e-01	0.5253	-1.4963712	-0.78598411	16320.26	NDRG1	N-myc downstream regulated 1
29126	7.80e-01	1.35e-01	0.4162	1.4962215	0.62270155	23.61	CD274	CD274 molecule
84688	7.80e-01	1.35e-01	0.8962	-1.4963072	-1.34100964	11.69	C9orf24	chromosome 9 open reading frame 24
116443	7.80e-01	1.34e-01	0.7893	-1.4968524	-1.18151161	14.88	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A
643382	7.80e-01	1.35e-01	0.3253	-1.4955237	-0.48644258	507.06	TMEM253	transmembrane protein 253
54496	7.80e-01	1.35e-01	0.268	-1.4955753	-0.40079653	1012.75	PRMT7	protein arginine methyltransferase 7
11160	7.80e-01	1.35e-01	0.1443	-1.494838	-0.21564954	1694.91	ERLIN2	ER lipid raft associated 2
54932	7.80e-01	1.35e-01	0.3612	-1.4947029	-0.53987831	749.52	EXD3	exonuclease 3'-5' domain containing 3
84167	7.80e-01	1.35e-01	0.1607	-1.4945589	-0.24012974	224.42	C19orf44	chromosome 19 open reading frame 44
79734	7.80e-01	1.35e-01	0.3397	-1.4948394	-0.50775631	82.31	KCTD17	potassium channel tetramerization domain containing 17
81557	7.80e-01	1.35e-01	1.0429	-1.4944353	-1.55848469	53.63	MAGED4B	MAGE family member D4B
9860	7.81e-01	1.35e-01	0.1512	-1.4930121	-0.22580773	288.01	LRIG2	leucine rich repeats and immunoglobulin like domains 2
80221	7.81e-01	1.35e-01	0.3985	-1.4929966	-0.59494419	760.96	ACSF2	acyl-CoA synthetase family member 2
23410	7.82e-01	1.36e-01	0.148	-1.4926048	-0.2209215	322.08	SIRT3	sirtuin 3
57721	7.82e-01	1.36e-01	0.155	1.4922129	0.2312611	389.58	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit
90527	7.82e-01	1.36e-01	0.5463	1.4918106	0.81492769	1101.88	DUOXA1	dual oxidase maturation factor 1
112268267	7.83e-01	1.36e-01	0.2272	1.4913921	0.33888115	414.27	LOC112268267	uncharacterized LOC112268267
116143	7.83e-01	1.36e-01	0.3322	-1.4906976	-0.4951504	106.76	DNAAF10	dynein axonemal assembly factor 10
64418	7.83e-01	1.36e-01	0.1588	-1.4903357	-0.23661458	970.66	TMEM168	transmembrane protein 168
64386	7.83e-01	1.36e-01	0.3679	1.4905725	0.54834955	83.27	MMP25	matrix metallopeptidase 25
147968	7.83e-01	1.36e-01	0.4408	-1.4903819	-0.65692087	1372.75	CAPN12	calpain 12
1762	7.83e-01	1.36e-01	0.2167	-1.4903938	-0.32290022	948.67	DMWD	DM1 locus, WD repeat containing
353376	7.83e-01	1.36e-01	0.2981	1.4893133	0.44390302	48.87	TICAM2	TIR domain containing adaptor molecule 2
51667	7.83e-01	1.36e-01	0.1885	1.4899544	0.28092164	1790.67	NUB1	negative regulator of ubiquitin like proteins 1
9830	7.83e-01	1.36e-01	0.1877	-1.4894009	-0.27962329	2818.58	TRIM14	tripartite motif containing 14
55592	7.83e-01	1.36e-01	0.3628	-1.4896113	-0.54050442	74.68	GOLGA2P5	GOLGA2 pseudogene 5
5509	7.83e-01	1.36e-01	0.2356	-1.4896566	-0.35100663	246.3	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
4171	7.83e-01	1.37e-01	0.4198	-1.4883219	-0.62478103	80.05	MCM2	minichromosome maintenance complex component 2
202181	7.83e-01	1.37e-01	0.3321	-1.488457	-0.49435304	35.4	LOC202181	SUMO interacting motifs containing 1 pseudogene
57109	7.83e-01	1.37e-01	0.1784	-1.488485	-0.26550633	598.46	REXO4	REX4 homolog, 3'-5' exonuclease
10209	7.83e-01	1.37e-01	0.1553	1.4888335	0.23123905	6221.09	EIF1	eukaryotic translation initiation factor 1
7464	7.84e-01	1.37e-01	0.2853	-1.4877711	-0.42440105	4897.67	CORO2A	coronin 2A
100528017	7.85e-01	1.37e-01	0.8148	1.4868168	1.21152438	101.02	SAA2-SAA4	SAA2-SAA4 readthrough
55008	7.85e-01	1.37e-01	0.2646	1.4862146	0.39329866	515.25	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
80021	7.85e-01	1.37e-01	0.229	-1.4860559	-0.34033021	888.03	TMEM62	transmembrane protein 62
3480	7.85e-01	1.37e-01	0.238	1.4861942	0.35372094	888.78	IGF1R	insulin like growth factor 1 receptor
6535	7.85e-01	1.37e-01	0.5396	-1.4858056	-0.801765	20546.88	SLC6A8	solute carrier family 6 member 8
113510	7.86e-01	1.37e-01	0.2572	1.4853173	0.38200763	122.02	HELQ	helicase, POLQ like
3832	7.86e-01	1.37e-01	0.5514	-1.4852373	-0.81889875	41.03	KIF11	kinesin family member 11
9467	7.87e-01	1.38e-01	0.4012	1.4840171	0.59544449	129.61	SH3BP5	SH3 domain binding protein 5
101927668	7.88e-01	1.38e-01	0.2519	1.4834375	0.37374436	134.88	LOC101927668	uncharacterized LOC101927668
284023	7.89e-01	1.38e-01	0.573	-1.4826658	-0.84949954	38.64	RNF227	ring finger protein 227
252969	7.89e-01	1.38e-01	0.2818	-1.4821374	-0.41773045	132.85	NEIL2	nei like DNA glycosylase 2
9612	7.89e-01	1.38e-01	0.3228	-1.482308	-0.47848547	9772.43	NCOR2	nuclear receptor corepressor 2
5515	7.89e-01	1.39e-01	0.166	1.4810238	0.24583877	2530	PPP2CA	protein phosphatase 2 catalytic subunit alpha
158427	7.89e-01	1.39e-01	0.2641	1.4810866	0.3912215	360.1	TSTD2	thiosulfate sulfurtransferase like domain containing 2
389816	7.89e-01	1.39e-01	0.7825	-1.4811798	-1.15904347	19.95	LRRC26	leucine rich repeat containing 26
9487	7.89e-01	1.38e-01	0.1804	-1.4816089	-0.26734224	471.12	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
80054	7.89e-01	1.39e-01	0.3313	-1.4812738	-0.49080399	141.62	CEBPA-DT	CEBPA divergent transcript
7073	7.89e-01	1.39e-01	0.1082	1.4806979	0.16027052	1293.89	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1
26027	7.90e-01	1.39e-01	0.1983	-1.4799146	-0.29340527	1651.6	ACOT11	acyl-CoA thioesterase 11
9318	7.90e-01	1.39e-01	0.1465	1.4797954	0.21684302	926.13	COPS2	COP9 signalosome subunit 2
109864281	7.90e-01	1.39e-01	0.6692	1.4798912	0.99031482	30.64	RNA5-8SN2	RNA, 5.8S ribosomal N2
9412	7.90e-01	1.39e-01	0.1963	1.4794928	0.29037712	419.77	MED21	mediator complex subunit 21
105378604	7.90e-01	1.40e-01	0.6417	1.4762527	0.94736969	38.66	LOC105378604	uncharacterized LOC105378604
51112	7.90e-01	1.40e-01	0.2283	-1.4765961	-0.33708125	1293.05	TRAPPC12	trafficking protein particle complex subunit 12
25797	7.90e-01	1.39e-01	0.5182	1.4776637	0.76571656	419.03	QPCT	glutaminyl-peptide cyclotransferase
390	7.90e-01	1.39e-01	0.1828	1.4782772	0.27020433	1826.09	RND3	Rho family GTPase 3
2122	7.90e-01	1.39e-01	0.2213	1.478863	0.32720368	2218.46	MECOM	MDS1 and EVI1 complex locus
8875	7.90e-01	1.39e-01	0.8574	1.4779721	1.26717482	17.84	VNN2	vanin 2
102724723	7.90e-01	1.40e-01	0.2951	1.4763558	0.43562293	38.8	LOC102724723	uncharacterized LOC102724723
54556	7.90e-01	1.40e-01	0.1932	1.4765587	0.28524447	137.19	ING3	inhibitor of growth family member 3
8986	7.90e-01	1.40e-01	0.1845	-1.4763074	-0.27239729	2408.66	RPS6KA4	ribosomal protein S6 kinase A4
4285	7.90e-01	1.39e-01	0.1751	-1.478525	-0.2588488	327.05	MIPEP	mitochondrial intermediate peptidase
801	7.90e-01	1.40e-01	0.2084	-1.4769152	-0.30779511	12775.73	CALM1	calmodulin 1
3714	7.90e-01	1.40e-01	0.2583	-1.476335	-0.38136518	863.66	JAG2	jagged canonical Notch ligand 2
55009	7.90e-01	1.40e-01	0.1407	-1.4769434	-0.20784875	883.71	FAM174C	family with sequence similarity 174 member C
339324	7.90e-01	1.39e-01	0.2943	1.4783358	0.43510071	272.15	ZNF260	zinc finger protein 260
55101	7.90e-01	1.39e-01	0.1814	-1.4777804	-0.26813752	1060.19	DMAC2	distal membrane arm assembly component 2
83743	7.90e-01	1.40e-01	0.1494	-1.4762853	-0.22048331	732.56	GRWD1	glutamate rich WD repeat containing 1
100507495	7.90e-01	1.39e-01	0.3886	1.477879	0.57429549	20.02	SDCBP2-AS1	SDCBP2 antisense RNA 1
51454	7.90e-01	1.40e-01	0.3488	1.4759924	0.51486256	1775.04	GULP1	GULP PTB domain containing engulfment adaptor 1
64072	7.90e-01	1.40e-01	0.6949	-1.4758043	-1.025535	28.17	CDH23	cadherin related 23
3159	7.90e-01	1.40e-01	0.3245	1.4751645	0.47869661	12060.08	HMGA1	high mobility group AT-hook 1
114785	7.90e-01	1.40e-01	0.1982	-1.4750016	-0.29232256	1671.06	MBD6	methyl-CpG binding domain protein 6
101929280	7.90e-01	1.40e-01	0.5711	-1.4752364	-0.84254425	11.77	LOC101929280	
54587	7.91e-01	1.40e-01	0.3856	-1.4746299	-0.5685485	488.89	MXRA8	matrix remodeling associated 8
340090	7.91e-01	1.40e-01	0.4056	-1.474251	-0.59794214	52.6	LOC340090	uncharacterized LOC340090
51474	7.91e-01	1.40e-01	0.2235	-1.474257	-0.3294444	14845.36	LIMA1	LIM domain and actin binding 1
100528018	7.91e-01	1.41e-01	0.165	-1.4733699	-0.24315246	596.31	ARL2-SNX15	ARL2-SNX15 readthrough (NMD candidate)
196528	7.91e-01	1.41e-01	0.1409	1.4733929	0.20756966	642.25	ARID2	AT-rich interaction domain 2
137964	7.92e-01	1.41e-01	0.213	1.4730704	0.31374788	1866.56	GPAT4	glycerol-3-phosphate acyltransferase 4
1665	7.92e-01	1.41e-01	0.1789	1.4728725	0.26351697	2489.23	DHX15	DEAH-box helicase 15
9528	7.92e-01	1.41e-01	0.1686	-1.4724361	-0.24818928	10156.54	TMEM59	transmembrane protein 59
7135	7.92e-01	1.42e-01	0.3409	1.4696047	0.50091577	330.42	TNNI1	troponin I1, slow skeletal type
9580	7.92e-01	1.41e-01	0.2336	-1.4702387	-0.34350065	1406.23	SOX13	SRY-box transcription factor 13
10602	7.92e-01	1.42e-01	0.212	1.4685909	0.31135242	178.14	CDC42EP3	CDC42 effector protein 3
130749	7.92e-01	1.41e-01	0.3521	-1.470236	-0.51772876	58.09	CPO	carboxypeptidase O
112268457	7.92e-01	1.42e-01	0.5067	-1.4690037	-0.74438618	15.38	LOC112268457	
90024	7.92e-01	1.42e-01	0.2464	1.4684193	0.36186965	66.07	FLJ20021	uncharacterized LOC90024
308	7.92e-01	1.42e-01	0.4209	1.4701516	0.618757	1962.73	ANXA5	annexin A5
6307	7.92e-01	1.42e-01	0.3212	-1.468722	-0.47175445	3364.33	MSMO1	methylsterol monooxygenase 1
153733	7.92e-01	1.41e-01	0.4065	-1.471876	-0.59825651	153.03	CCDC112	coiled-coil domain containing 112
54853	7.92e-01	1.42e-01	0.1766	-1.4687648	-0.25933804	1219.32	WDR55	WD repeat domain 55
7942	7.92e-01	1.41e-01	0.1423	-1.4710728	-0.20929166	681.83	TFEB	transcription factor EB
4850	7.92e-01	1.42e-01	0.1362	1.467378	0.19985021	428.31	CNOT4	CCR4-NOT transcription complex subunit 4
761	7.92e-01	1.41e-01	0.3277	-1.4712383	-0.48212716	34.63	CA3	carbonic anhydrase 3
7264	7.92e-01	1.42e-01	0.1483	-1.467513	-0.21766006	1604.95	GFUS	GDP-L-fucose synthase
9966	7.92e-01	1.42e-01	0.4975	1.4685811	0.73066816	6365.39	TNFSF15	TNF superfamily member 15
10480	7.92e-01	1.41e-01	0.1811	1.4705473	0.26630435	1213.24	EIF3M	eukaryotic translation initiation factor 3 subunit M
10233	7.92e-01	1.42e-01	0.3834	-1.4684372	-0.56299169	29.92	LRRC23	leucine rich repeat containing 23
122704	7.92e-01	1.42e-01	0.1907	1.4688803	0.28009928	412.38	MRPL52	mitochondrial ribosomal protein L52
79890	7.92e-01	1.42e-01	0.1656	-1.4687497	-0.24321699	761.97	RIN3	Ras and Rab interactor 3
5338	7.92e-01	1.42e-01	0.1574	1.4689413	0.23116385	1112.71	PLD2	phospholipase D2
7473	7.92e-01	1.42e-01	0.4516	-1.4675681	-0.66269098	97.49	WNT3	Wnt family member 3
148113	7.92e-01	1.42e-01	0.6166	1.4691749	0.9058998	74.7	CILP2	cartilage intermediate layer protein 2
105372629	7.92e-01	1.41e-01	0.2429	-1.4721289	-0.35751892	98.85	R3HDML-AS1	R3HDML antisense RNA 1
54020	7.92e-01	1.42e-01	0.2294	1.4696839	0.33711278	7854.63	SLC37A1	solute carrier family 37 member 1
7102	7.92e-01	1.42e-01	0.5924	-1.4675046	-0.86934239	832.87	TSPAN7	tetraspanin 7
1121	7.92e-01	1.42e-01	0.2371	1.4673186	0.34791968	442.56	CHM	CHM Rab escort protein
50814	7.92e-01	1.42e-01	0.1551	-1.4675806	-0.22755642	544.91	NSDHL	NAD(P) dependent steroid dehydrogenase-like
29101	7.93e-01	1.43e-01	0.1109	-1.4664546	-0.1626278	1880.92	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
55182	7.93e-01	1.43e-01	0.112	-1.4651538	-0.16410376	885.14	RNF220	ring finger protein 220
10184	7.93e-01	1.43e-01	0.3553	1.4652258	0.52053401	4334.47	LHFPL2	LHFPL tetraspan subfamily member 2
8323	7.93e-01	1.43e-01	0.215	1.4651247	0.31505264	405.4	FZD6	frizzled class receptor 6
80142	7.93e-01	1.43e-01	0.1641	1.4650838	0.24039878	1576.46	PTGES2	prostaglandin E synthase 2
377841	7.93e-01	1.43e-01	0.6557	-1.4652667	-0.96072611	4101.34	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8
4828	7.93e-01	1.43e-01	0.2669	1.4649938	0.39094266	207.51	NMB	neuromedin B
116412	7.93e-01	1.43e-01	0.286	-1.4663035	-0.41929124	152.11	ZNF837	zinc finger protein 837
79836	7.93e-01	1.43e-01	0.2344	1.4659899	0.34357873	395.7	LONRF3	LON peptidase N-terminal domain and ring finger 3
388677	7.93e-01	1.43e-01	0.3769	1.4637089	0.55165077	201.75	NOTCH2NLA	notch 2 N-terminal like A
9759	7.93e-01	1.44e-01	0.2146	-1.461244	-0.31362223	294.03	HDAC4	histone deacetylase 4
375318	7.93e-01	1.44e-01	1.0664	-1.461305	-1.55838859	47.15	AQP12A	aquaporin 12A
260294	7.93e-01	1.44e-01	0.2621	-1.4624585	-0.38324438	130.22	NSUN5P2	NSUN5 pseudogene 2
9615	7.93e-01	1.43e-01	0.1659	1.4639821	0.24293321	2776.55	GDA	guanine deaminase
5464	7.93e-01	1.43e-01	0.1767	1.4636993	0.25867445	2832.72	PPA1	inorganic pyrophosphatase 1
10974	7.93e-01	1.44e-01	0.3767	-1.4616503	-0.55061784	668.29	ADIRF	adipogenesis regulatory factor
6934	7.93e-01	1.44e-01	0.3073	-1.4624054	-0.44945846	2589.76	TCF7L2	transcription factor 7 like 2
29763	7.93e-01	1.43e-01	0.7688	-1.4634842	-1.12509398	35.34	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
645332	7.93e-01	1.44e-01	0.6105	-1.4613889	-0.89217229	25.55	FAM86C2P	family with sequence similarity 86, member A pseudogene
81544	7.93e-01	1.43e-01	0.5117	-1.4643561	-0.74928385	80.85	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5
100128386	7.93e-01	1.44e-01	0.3406	1.4626831	0.49825697	44.01	ARHGAP42-AS1	ARHGAP42 antisense RNA 1
653381	7.93e-01	1.44e-01	0.4983	1.4616733	0.72835871	406.1	SORD2P	sorbitol dehydrogenase 2, pseudogene
65266	7.93e-01	1.44e-01	0.3427	-1.4615761	-0.50089624	256.76	WNK4	WNK lysine deficient protein kinase 4
100874261	7.93e-01	1.43e-01	0.6932	1.4632692	1.01431568	11.42	CCDC200	coiled-coil domain containing 200
81671	7.93e-01	1.44e-01	0.1413	1.462543	0.20671349	2674.92	VMP1	vacuole membrane protein 1
78992	7.93e-01	1.44e-01	0.2414	-1.461244	-0.35272376	1579.77	YIPF2	Yip1 domain family member 2
5316	7.93e-01	1.44e-01	0.2102	1.4621509	0.30734467	366.89	PKNOX1	PBX/knotted 1 homeobox 1
100272147	7.93e-01	1.44e-01	0.4183	-1.4625784	-0.61175449	23.83	CMC4	C-X9-C motif containing 4
56922	7.94e-01	1.44e-01	0.2625	-1.4606829	-0.38335963	306.31	MCCC1	methylcrotonyl-CoA carboxylase subunit 1
101927391	7.94e-01	1.44e-01	0.3183	1.4608101	0.46492298	93.07	MIOS-DT	MIOS divergent transcript
51133	7.94e-01	1.44e-01	0.2774	-1.460442	-0.40509444	1254.43	KCTD3	potassium channel tetramerization domain containing 3
1827	7.94e-01	1.44e-01	0.5359	1.4603092	0.78262542	5247.68	RCAN1	regulator of calcineurin 1
11040	7.94e-01	1.44e-01	0.4221	-1.460058	-0.61622153	87.42	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
113455421	7.94e-01	1.44e-01	0.1255	1.459397	0.18316702	1038.73	DERPC	DERPC proline and glycine rich nuclear protein
54921	7.94e-01	1.44e-01	0.1255	1.459397	0.18316702	1038.73	CHTF8	chromosome transmission fidelity factor 8
1534	7.94e-01	1.44e-01	0.2872	-1.4596179	-0.41918128	1773.96	CYB561	cytochrome b561
83667	7.94e-01	1.45e-01	0.1936	-1.4587635	-0.28243481	1369.1	SESN2	sestrin 2
